Date;High;Low;Open;Close;Volume;Adj Close
2008-03-31;41.689998626708984;41.689998626708984;41.689998626708984;41.689998626708984;130.0;38.612274169921875
2008-04-07;42.0;42.0;42.0;42.0;49.0;38.899391174316406
2008-04-09;44.0;44.0;44.0;44.0;115.0;40.75173568725586
2008-04-10;41.68000030517578;41.68000030517578;41.68000030517578;41.68000030517578;90.0;38.60301208496094
2008-04-11;42.0;42.0;42.0;42.0;43.0;38.899391174316406
2008-04-14;42.0;42.0;42.0;42.0;3.0;38.899391174316406
2008-04-15;42.0;42.0;42.0;42.0;98.0;38.899391174316406
2008-04-17;42.0;42.0;42.0;42.0;150.0;38.899391174316406
2008-04-21;45.0;45.0;45.0;45.0;46.0;41.67790985107422
2008-04-22;45.20000076293945;45.20000076293945;45.20000076293945;45.20000076293945;475.0;41.86315155029297
2008-04-23;45.0;45.0;45.0;45.0;333.0;41.67790985107422
2008-04-24;44.5;44.5;44.5;44.5;670.0;41.21482467651367
2008-04-25;47.5;47.5;47.5;47.5;230.0;43.99336242675781
2008-04-28;49.439998626708984;49.439998626708984;49.439998626708984;49.439998626708984;1236.0;45.790138244628906
2008-04-29;49.29999923706055;49.29999923706055;49.29999923706055;49.29999923706055;2200.0;45.66046905517578
2008-04-30;52.18000030517578;52.18000030517578;52.18000030517578;52.18000030517578;3322.0;48.32786178588867
2008-05-02;55.95000076293945;55.95000076293945;55.95000076293945;55.95000076293945;1476.0;51.819541931152344
2008-05-05;53.5099983215332;53.5099983215332;53.5099983215332;53.5099983215332;700.0;49.55967330932617
2008-05-06;55.189998626708984;55.189998626708984;55.189998626708984;55.189998626708984;190.0;51.11564254760742
2008-05-07;57.189998626708984;57.189998626708984;57.189998626708984;57.189998626708984;325.0;52.967994689941406
2008-05-08;58.95000076293945;58.95000076293945;58.95000076293945;58.95000076293945;144.0;54.598060607910156
2008-05-09;56.5;56.5;56.5;56.5;23.0;52.32894515991211
2008-05-12;54.79999923706055;54.79999923706055;54.79999923706055;54.79999923706055;74.0;50.75444030761719
2008-05-13;53.0;53.0;53.0;53.0;100.0;49.08732223510742
2008-05-15;56.0;56.0;56.0;56.0;7.0;51.86585998535156
2008-05-16;53.040000915527344;53.040000915527344;53.040000915527344;53.040000915527344;200.0;49.12438201904297
2008-05-19;53.0;53.0;53.0;53.0;40.0;49.08732223510742
2008-05-20;53.70000076293945;53.70000076293945;53.70000076293945;53.70000076293945;90.0;49.73564910888672
2008-05-21;52.20000076293945;52.20000076293945;52.20000076293945;52.20000076293945;180.0;48.34638977050781
2008-05-22;50.79999923706055;50.79999923706055;50.79999923706055;50.79999923706055;100.0;47.04973602294922
2008-05-23;48.720001220703125;48.720001220703125;48.720001220703125;48.720001220703125;2790.0;45.123291015625
2008-05-26;48.70000076293945;48.70000076293945;48.70000076293945;48.70000076293945;238.0;45.104766845703125
2008-05-27;48.599998474121094;48.599998474121094;48.599998474121094;48.599998474121094;150.0;45.01214599609375
2008-05-28;50.599998474121094;50.599998474121094;50.599998474121094;50.599998474121094;80.0;46.864498138427734
2008-05-29;54.0;54.0;54.0;54.0;30.0;50.01349639892578
2008-05-30;54.79999923706055;54.79999923706055;54.79999923706055;54.79999923706055;100.0;50.75444030761719
2008-06-02;56.79999923706055;56.79999923706055;56.79999923706055;56.79999923706055;42.0;52.60679244995117
2008-06-03;55.279998779296875;55.279998779296875;55.279998779296875;55.279998779296875;180.0;51.19900131225586
2008-06-04;56.20000076293945;56.20000076293945;56.20000076293945;56.20000076293945;160.0;52.051090240478516
2008-06-06;56.20000076293945;56.20000076293945;56.20000076293945;56.20000076293945;5.0;52.051090240478516
2008-06-09;52.9900016784668;52.9900016784668;52.9900016784668;52.9900016784668;130.0;49.078060150146484
2008-06-10;52.0;52.0;52.0;52.0;130.0;48.1611442565918
2008-06-12;50.79999923706055;50.79999923706055;50.79999923706055;50.79999923706055;100.0;47.04973602294922
2008-06-17;55.0;55.0;55.0;55.0;71.0;50.939674377441406
2008-06-26;52.29999923706055;52.29999923706055;52.29999923706055;52.29999923706055;115.0;48.43899917602539
2008-06-30;52.0;52.0;52.0;52.0;200.0;48.1611442565918
2008-07-07;48.02000045776367;48.02000045776367;48.02000045776367;48.02000045776367;108.0;44.4749755859375
2008-07-10;48.04999923706055;48.04999923706055;48.04999923706055;48.04999923706055;220.0;44.50275421142578
2008-07-14;46.5;46.5;46.5;46.5;15.0;43.06717300415039
2008-07-15;45.0;45.0;45.0;45.0;23.0;41.67790985107422
2008-07-16;42.83000183105469;42.83000183105469;42.83000183105469;42.83000183105469;382.0;39.668113708496094
2008-07-21;43.209999084472656;43.209999084472656;43.209999084472656;43.209999084472656;10.0;40.020057678222656
2008-07-23;47.18000030517578;47.18000030517578;47.18000030517578;47.18000030517578;213.0;43.69696807861328
2008-08-07;46.599998474121094;46.599998474121094;46.599998474121094;46.599998474121094;118.0;43.15979766845703
2008-08-20;50.41999816894531;50.41999816894531;50.41999816894531;50.41999816894531;60.0;46.697792053222656
2008-08-25;50.5;50.5;50.5;50.5;10.0;46.771881103515625
2008-08-26;51.4900016784668;51.4900016784668;51.4900016784668;51.4900016784668;100.0;47.68879699707031
2008-08-29;50.5;50.5;50.5;50.5;9.0;46.771881103515625
