Date;High;Low;Open;Close;Volume;Adj Close
2007-12-27;19.040000915527344;18.399999618530273;19.040000915527344;18.399999618530273;50.0;13.32583999633789
2008-01-02;18.829999923706055;18.829999923706055;18.829999923706055;18.829999923706055;53.0;13.637261390686035
2008-01-04;17.450000762939453;17.0;17.450000762939453;17.239999771118164;350.0;12.485734939575195
2008-01-07;17.100000381469727;17.100000381469727;17.100000381469727;17.100000381469727;450.0;12.3843412399292
2008-01-08;17.510000228881836;17.43000030517578;17.510000228881836;17.43000030517578;230.0;12.623340606689453
2008-01-09;16.940000534057617;16.75;16.940000534057617;16.75;2303.0;12.130863189697266
2008-01-14;17.0;16.610000610351562;16.610000610351562;17.0;2850.0;12.311918258666992
2008-01-16;17.0;16.510000228881836;16.510000228881836;16.850000381469727;110.0;12.203286170959473
2008-01-17;18.200000762939453;17.899999618530273;18.200000762939453;17.899999618530273;2611.0;12.963723182678223
2008-01-18;18.68000030517578;17.979999542236328;17.979999542236328;18.68000030517578;210.0;13.528629302978516
2008-01-21;17.81999969482422;17.600000381469727;17.600000381469727;17.81999969482422;270.0;12.905787467956543
2008-01-22;18.1299991607666;17.0;17.0;18.1299991607666;3683.0;13.13029670715332
2008-01-23;20.270000457763672;18.81999969482422;18.81999969482422;20.270000457763672;280.0;14.680148124694824
2008-01-24;19.700000762939453;19.5;19.5;19.700000762939453;125.0;14.26734447479248
2008-01-28;19.43000030517578;19.149999618530273;19.43000030517578;19.149999618530273;1320.0;13.869016647338867
2008-01-29;20.190000534057617;19.950000762939453;20.190000534057617;19.950000762939453;350.0;14.44839859008789
2008-01-30;20.579999923706055;20.1299991607666;20.579999923706055;20.1299991607666;446.0;14.578761100769043
2008-02-01;20.700000762939453;20.43000030517578;20.700000762939453;20.43000030517578;920.0;14.79603099822998
2008-02-04;21.100000381469727;20.5;21.100000381469727;20.5;750.0;14.846724510192871
2008-02-05;20.0;19.450000762939453;19.989999771118164;19.450000762939453;500.0;14.086286544799805
2008-02-06;19.3799991607666;19.059999465942383;19.3799991607666;19.059999465942383;255.0;13.803828239440918
2008-02-07;19.0;18.790000915527344;19.0;18.790000915527344;928.0;13.608287811279297
2008-02-11;18.8700008392334;18.8700008392334;18.8700008392334;18.8700008392334;290.0;13.666229248046875
2008-02-14;19.559999465942383;19.559999465942383;19.559999465942383;19.559999465942383;300.0;14.165942192077637
2008-02-15;18.959999084472656;18.510000228881836;18.959999084472656;18.510000228881836;827.0;13.405506134033203
2008-02-18;18.989999771118164;18.989999771118164;18.989999771118164;18.989999771118164;300.0;13.753133773803711
2008-02-19;18.65999984741211;18.600000381469727;18.65999984741211;18.600000381469727;49.0;13.470685005187988
2008-02-22;18.600000381469727;18.260000228881836;18.3700008392334;18.600000381469727;400.0;13.470685005187988
2008-02-26;19.209999084472656;18.93000030517578;19.15999984741211;19.209999084472656;3040.0;13.912463188171387
2008-02-28;18.389999389648438;18.389999389648438;18.389999389648438;18.389999389648438;305.0;13.318598747253418
2008-02-29;18.299999237060547;18.25;18.25;18.299999237060547;900.0;13.253416061401367
2008-03-03;17.600000381469727;17.15999984741211;17.5;17.600000381469727;1009.0;12.746454238891602
2008-03-04;17.93000030517578;17.56999969482422;17.56999969482422;17.860000610351562;200.0;12.9347562789917
2008-03-05;18.040000915527344;17.700000762939453;18.040000915527344;17.700000762939453;350.0;12.81888198852539
2008-03-06;17.489999771118164;17.0;17.489999771118164;17.020000457763672;340.0;12.32640552520752
2008-03-10;16.75;16.75;16.75;16.75;193.0;12.130863189697266
2008-03-11;16.81999969482422;16.81999969482422;16.81999969482422;16.81999969482422;1000.0;12.347417831420898
2008-03-12;17.610000610351562;17.200000762939453;17.200000762939453;17.610000610351562;60.0;12.927350997924805
2008-03-13;17.139999389648438;16.670000076293945;16.670000076293945;17.139999389648438;72.0;12.58232307434082
