Date;High;Low;Open;Close;Volume;Adj Close
2000-04-17;52.06700134277344;52.06700134277344;52.06700134277344;52.06700134277344;29.0;33.49161911010742
2000-04-19;60.0;60.0;60.0;60.0;14.0;38.59444808959961
2000-04-27;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-02;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-03;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-04;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-05;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-08;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-09;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-10;54.06700134277344;54.06700134277344;54.06700134277344;54.06700134277344;29.0;34.77809143066406
2000-05-11;52.0;52.0;52.0;52.0;74.0;33.448509216308594
2000-05-26;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-01;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-02;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-05;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-06;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-07;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-08;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-09;52.66699981689453;52.66699981689453;52.66699981689453;52.66699981689453;179.0;33.87755584716797
2000-06-12;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-13;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-14;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-15;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-16;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-19;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-20;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-21;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-22;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-23;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-06-26;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-03;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-04;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-05;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-06;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-07;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-10;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-11;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-12;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-13;79.0;79.0;79.0;79.0;120.0;50.81601333618164
2000-07-14;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-01;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-02;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-03;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-04;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-07;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-08;57.650001525878906;57.650001525878906;57.650001525878906;57.650001525878906;200.0;37.08283615112305
2000-08-10;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-08-11;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-08-14;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-08-15;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-08-16;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-08-17;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;85.0;34.60633850097656
2000-09-08;67.94999694824219;67.94999694824219;67.94999694824219;67.94999694824219;155.0;43.708194732666016
2000-09-18;59.0;59.0;59.0;59.0;40.0;37.95120620727539
2000-11-07;54.0;54.0;54.0;54.0;50.0;34.73499298095703
2000-12-19;49.52000045776367;49.52000045776367;49.52000045776367;49.52000045776367;15.0;31.85328483581543
2001-01-29;60.20000076293945;60.20000076293945;60.20000076293945;60.20000076293945;40.0;38.72309112548828
2001-01-30;59.5;59.5;59.5;59.5;13.0;38.272823333740234
2001-03-07;51.0;51.0;51.0;51.0;76.0;32.80526351928711
2001-03-08;53.25;53.25;53.25;53.25;35.0;34.25257873535156
2001-04-25;52.650001525878906;52.650001525878906;52.650001525878906;52.650001525878906;59.0;33.86663055419922
2001-05-03;58.0;58.0;58.0;58.0;1.0;37.30796813964844
2001-05-30;54.9900016784668;54.9900016784668;54.9900016784668;54.9900016784668;25.0;35.37181091308594
2001-06-12;54.9900016784668;54.9900016784668;54.9900016784668;54.9900016784668;25.0;35.37181091308594
2001-06-13;53.79999923706055;53.79999923706055;53.79999923706055;53.79999923706055;1.0;34.60633850097656
2001-07-09;54.900001525878906;54.900001525878906;54.900001525878906;54.900001525878906;1.0;35.31391906738281
2001-09-04;43.29999923706055;43.29999923706055;43.29999923706055;43.29999923706055;3.0;27.85231590270996
2001-09-05;43.29999923706055;43.29999923706055;43.29999923706055;43.29999923706055;3.0;27.85231590270996
2001-09-07;41.459999084472656;41.0;41.099998474121094;41.0;200.0;26.37286376953125
2001-09-10;40.5;40.20000076293945;40.5;40.20000076293945;1000.0;25.858278274536133
2001-09-11;42.08000183105469;42.08000183105469;42.08000183105469;42.08000183105469;400.0;27.067569732666016
2001-09-19;37.77000045776367;37.7599983215332;37.7599983215332;37.77000045776367;600.0;24.295204162597656
2001-09-21;33.54999923706055;33.150001525878906;33.54999923706055;33.150001525878906;500.0;21.32343101501465
2001-09-25;35.58000183105469;35.58000183105469;35.58000183105469;35.58000183105469;2900.0;22.886510848999023
2001-09-26;35.0;35.0;35.0;35.0;500.0;22.513423919677734
2001-09-27;35.56999969482422;34.84000015258789;35.56999969482422;35.150001525878906;2120.0;22.609914779663086
